latitude,longitude,name,state,zip
38.3437,-121.9601,Cats' Crossroads,CA,95687
38.3437,-121.9601,Pitter Patter Rescue and Adoption,CA,95687
38.3265,-122.3044,"Whiskers, Tails and Ferals",CA,94558
38.3265,-122.3044,"Napa Small Animal Hospital, Inc",CA,94558
38.3239,-122.6734,Big Dog Rescue,CA,94951
38.3139,-122.85,PETaluma PET Pals,CA,94952
38.2924,-122.2826,Napa County Animal Shelter,CA,94559
38.3068,-121.168,Shellden Shelter for Cats & Dogs,CA,95638
38.2664,-122.0355,Solano County Sheriff's Office,CA,94533
38.2542,-122.6185,Lily's Legacy Senior Dog Sanctuary,CA,94954
38.2542,-122.6185,Golden Gate Basset Rescue,CA,94954
42.9208,-111.0014,Animal Humane Association of Star Valley,WY,83127
38.2423,-122.1314,Solano County Animal Rescue Foundation,CA,94534
38.2337,-122.6395,North Bay Canine Rescue & Placement,CA,94955
38.2325,-122.6356,Azaya Ranch Sanctuary,CA,94953
38.1464,-122.2493,C.A.A.T. Rescue,CA,94589
38.1561,-121.6301,Ratbone Rescues - West Region,CA,95641
38.533,-118.6309,Mineral County Animal Shelter,NV,89415
38.191,-120.6693,Calaveras County Animal Services,CA,95249
38.1133,-122.5674,Jake's Place Cat Rescue,CA,94945
38.1051,-122.245,Humane Society of the North Bay,CA,94590
38.1051,-122.245,"Gunter's Legacy Animal Rescue, Inc.",CA,94590
38.1075,-122.5686,Bay Area German Shepherd Rescue,CA,94948
38.1292,-121.2999,People Assisting Lodi Shelter (PALS),CA,95242
38.1292,-121.2999,Lodi Animal Shelter,CA,95242
38.1018,-122.214,Animal House,CA,94591
38.1303,-121.2714,Animal Friends Connection Humane Society,CA,95241
38.1242,-121.2651,All My Tomorrows Pet Rescue,CA,95240
38.1242,-121.2651,Poke-A-Dot's Dalmatian's and Friends Rescue,CA,95240
42.3195,-111.3014,Animals Need Help of Bear Lake,ID,83254
45.1912,-109.2454,Beartooth Humane Alliance,MT,59068
38.0675,-122.1616,Solano County Friends of Animals,CA,94510
38.0619,-122.5451,Marin Humane Society,CA,94949
41.7356,-111.8336,Cache Humane Society,UT,84323
41.734,-111.8193,Y-Not Save A Sam Rescue,UT,84321
38.0156,-122.5459,San Francisco Samoyed Rescue,CA,94903
38.0147,-121.906,Umbrella of Hope,CA,94565
38.0147,-121.906,K9 Paw Print Rescue,CA,94565
38.0152,-122.6913,www.thedogshack.org,CA,94933
38.0152,-122.6913,Cat Angel Network,CA,94933
38.0378,-121.2446,Pups Rescue,CA,95212
38.0378,-121.2446,Second Chance Kitty,CA,95212
38.005,-121.8047,Homeless Animals Response Program (H.A.R.P.),CA,94531
38.005,-121.8047,Homeless Animals' Lifeline Organization (H.A.L.O.),CA,94531
38.005,-121.8047,Delta Animals Safe Haven (DASH),CA,94531
37.9936,-122.1058,First Responders Animal ResQ,CA,94553
37.9937,-121.8082,Gentle Spirits Project,CA,94509
37.9937,-121.8082,Antioch Animal Services,CA,94509
37.9937,-121.8082,Contra Costa Rabbit Rescue,CA,94509
37.9926,-121.7196,Yorkshire Terrier National Rescue,CA,94561
37.9926,-121.7196,Animal Rescue Recon,CA,94561
37.9808,-122.0394,Bay Area Animal Rescue Crew,CA,94520
37.9781,-122.03,Contra Costa SPCA,CA,94522
37.9781,-122.03,Friends of the Formerly Friendless,CA,94524
37.9744,-122.3352,MAD Dog Rescue,CA,94806
37.9689,-121.6669,Rhodie's Rescue,CA,94548
37.9523,-122.0753,Contra Costa Humane Society,CA,94523
37.9507,-122.0238,East Bay Animal Rescue & Refuge (EBARR),CA,94518
37.9507,-122.0238,Avian Rescue Corp aka Cockatiel Rescue,CA,94518
37.9507,-122.0238,Ozzies Pound Puppies,CA,94518
38.0432,-120.4026,California Miniature Schnauzer Rescue,CA,95310
37.9405,-122.3639,The Milo Foundation,CA,94801
37.9405,-122.3639,Jelly's Place,CA,94801
37.9405,-122.3639,Casa de Love,CA,94801
37.9689,-121.2141,Delta Humane Society & S.P.C.A.,CA,95215
41.4571,-111.9885,4 Paws Rescue,UT,84340
41.4571,-111.9885,Iggy Palace Sighthound Rescue,UT,84340
37.9351,-121.9336,Camp Four Paws,CA,94517
37.9351,-121.9336,Tails of Gray,CA,94517
37.9258,-122.3354,House Rabbit Society - International Headquarters,CA,94804
37.9258,-122.3354,Bitten By A Kitten Rescue (BBAK),CA,94804
37.9335,-121.7011,Throw Me A Bone Dog Rescue,CA,94513
37.9186,-122.0239,NorCal Poodle Rescue,CA,94598
37.9186,-122.0239,Northern California Sled Dog Rescue (NorSled),CA,94598
37.9044,-122.0558,Community Concern for Cats,CA,94596
37.9044,-122.0558,Namaste Akita Rescue Alliance,CA,94596
37.9301,-121.2849,Russell Rescue (North Carolina),CA,95206
37.9301,-121.2849,Stockton Animal Shelter and the Animal Protection League,CA,95206
37.8984,-122.2785,Unidos para los Animales,CA,94707
37.8979,-122.5376,SaveABunny,CA,94941
37.8962,-122.1106,Shake Wiggle N' Roll Animal Rescue,CA,94549
37.8962,-122.1106,Underdog Animal Rescue,CA,94549
56.233333,-117.283333,Peace River SPCA,AB,T8S 1J1
37.8922,-122.4742,Marin Cat Connection,CA,94920
37.8792,-122.2656,"Memories of Besa Rescue, Inc.",CA,94709
37.9761,-120.3808,Sonora Cat Rescue,CA,95370
37.9761,-120.3808,Friends of the Animal Community,CA,95370
37.8679,-122.297,Berkeley Humane,CA,94710
37.8679,-122.297,Berkeley Animal Care Services,CA,94710
37.8659,-122.2853,Home At Last Animal Rescue,CA,94702
48.3959,-108.2477,RezQ Dogs,MT,59524
37.8366,-122.2634,Compassionate Pet Sanctuary,CA,94609
37.8314,-122.2842,PAW FUND,CA,94662
37.829,-122.2192,California Pit Bull Rescue,CA,94611
37.829,-122.2192,Paws Crossed Small Dog Rescue,CA,94611
37.9156,-120.4608,Humane Society of Tuolumne County,CA,95327
37.9156,-120.4608,Tuolumne County Animal Shelter,CA,95327
37.8072,-122.2832,Feral Change,CA,94607
37.8044,-122.2697,Heartfelt Hound Rescue,CA,94604
37.8029,-122.2092,Hopalong Animal Rescue,CA,94602
37.8029,-122.2092,Maine Coon Adoptions (MCA),CA,94602
37.8029,-122.2092,The Power of Chi,CA,94602
37.8333,-121.2168,Valley SPCA,CA,95208
41.2642,-111.9784,Weber County Animal Services,UT,84404
41.2642,-111.9784,Pack N' Pounce,UT,84404
41.2642,-111.9784,Humane Society of Northern Utah,UT,84404
41.2642,-111.9784,Furever Friends Animal Oasis,UT,84404
37.791,-122.4009,Golden Gate Labrador Retriever Rescue,CA,94104
45.7837,-108.5697,Freckles and Tomcat Rescue ,MT,59102
37.7793,-122.2163,Oakland Animal Services,CA,94601
37.7821,-121.9306,Love & Second Chances,CA,94582
37.7798,-122.4906,Asians for Humans Animals and Nature,CA,94121
37.775,-122.4183,Give Me Shelter Cat Rescue,CA,94141
37.775,-122.4183,Muttville Senior Dog Rescue,CA,94141
37.775,-122.4183,Grateful Dogs Rescue,CA,94141
37.7738,-122.4114,Family Dog Rescue,CA,94103
37.7738,-122.4114,SF Animal Care & Control,CA,94103
41.2231,-111.9731,Samoyed Rescue of Utah,UT,84412
41.2231,-111.9731,Black Dog Walk,UT,84412
37.7975,-121.215,Hope For Animals International,CA,95337
37.7627,-122.159,BAD RAP,CA,94605
37.7591,-122.2505,Island Cat Resources & Adoption,CA,94501
37.7591,-122.2505,Friends of the Alameda Animal Shelter,CA,94501
37.7591,-122.2505,West Coast Boxer Rescue,CA,94501
37.7591,-122.2505,Match Made in Heaven Animal Rescue,CA,94501
37.756,-122.1883,East Bay SPCA- Oakland Adoption Center,CA,94621
37.7493,-122.4153,Rocket Dog Rescue,CA,94110
37.7493,-122.4153,Wonder Cat Rescue,CA,94110
37.7493,-122.4153,Reunion Rescue,CA,94110
37.7493,-122.4153,Wonder Dog Rescue,CA,94110
37.7941,-120.9943,ESCALON ANIMAL SHELTER,CA,95320
44.5083,-109.0927,Park County Animal Shelter,WY,82414
44.5083,-109.0927,3 Dog Rescue,WY,82414
37.7446,-122.481,DogZone Rescue,CA,94116
45.7766,-108.496,Rez Dog Rescue of Montana,MT,59101
45.7766,-108.496,Help for Homeless Pets,MT,59101
37.7326,-122.3903,Palomacy Pigeon & Dove Adoptions,CA,94124
37.7216,-122.1571,Nobody's Perfekt Dogs,CA,94577
37.7399,-121.4298,People for Pets,CA,95376
37.7399,-121.4298,East of Eden Canine Rescue,CA,95376
37.7399,-121.4298,Animal Rescue of Tracy,CA,95376
37.7399,-121.4298,Amazing Greys Retired Racers,CA,95376
37.7399,-121.4298,Guardian's Light Dog Rescue,CA,95376
37.7201,-122.4419,Animal Aware,CA,94112
37.7201,-122.4419,Saving Grace Rescue Inc,CA,94112
37.7201,-122.4419,4 Dogs Farm Rescue,CA,94112
37.7737,-120.8473,Oakdale Equine Rescue,CA,95361
37.7737,-120.8473,City of Oakdale Animal Shelter,CA,95361
37.7737,-120.8473,ASTRO Foundation,CA,95361
37.7138,-121.9327,East County Animal Shelter,CA,94568
37.7138,-121.9327,East Bay SPCA- Dublin Adoption Center,CA,94568
37.7138,-121.9327,Dublin Creek Animal Foundation,CA,94568
37.7417,-121.1285,Niko Rescue Foundation,CA,95366
37.7029,-122.0787,"Dusty Paws Rescue, Inc.",CA,94546
37.7029,-122.0787,Adopt a Doggie,CA,94546
37.6826,-122.4014,Mighty Mutts Rescue,CA,94005
37.6842,-121.9005,Rescue of Cairn Terrier Club of Northern California,CA,94588
37.6842,-121.9005,Tri-Valley Animal Rescue,CA,94588
37.6831,-121.7678,East Bay Rabbit Rescue,CA,94550
41.0738,-111.9713,A New Beginning Animal Rescue,UT,84041
41.0738,-111.9713,Utah Critter Sanctuary & Ferret & Parrot Rescue Shelter inc.,UT,84041
37.6656,-121.876,Pleasanton Valley Humane Society,CA,94566
37.6656,-121.876,Lucky Dog Rescue Inc,CA,94566
37.6656,-121.876,Forsaken Cats Rescue,CA,94566
37.6656,-121.876,Allie's Pals Cat Rescue,CA,94566
37.6547,-122.4067,TnT Small Animal Rescue,CA,94083
37.654,-122.4305,Camp Cocker Rescue,CA,94080
37.6348,-122.064,Hayward Animal Services Bureau,CA,94544
37.6752,-121.0079,Greater California German Shepherd Rescue Inc,CA,95350
37.6715,-120.9597,Pupz N Palz Rescue,CA,95355
41.0329,-111.9243,Davis County Animal Services,UT,84037
37.6449,-120.9697,Stanislaus Animal Services Agency,CA,95354
37.6263,-121.0016,Cali_FID Parrot & Exotics Rescue Sanctuary,CA,95351
37.5716,-122.3627,Peninsula Humane Society & SPCA,CA,94010
37.5606,-122.0017,Woof Animal Rescue,CA,94536
37.5384,-122.3032,A Better Chance Rescue,CA,94403
37.5284,-121.9715,The Perfect Dog,CA,94538
37.5284,-121.9715,Tri-City Animal Shelter,CA,94538
40.9299,-111.8782,Friends of Community-Cats Rescue,UT,84014
42.8659,-109.8618,Happy Endings Animal Rescue,WY,82941
42.8659,-109.8618,Town of Pinedale Animal Control,WY,82941
37.4971,-122.2665,Homeless Cat Network,CA,94070
53.283333,-110,Coca's Promise Animal Rescue Inc.,SK,S9V 0X7
37.4825,-122.2113,Nine Lives Foundation,CA,94063
37.4825,-122.2113,Pets In Need,CA,94063
54.766667,-111.966667,Lac La Biche Regional Humane Society,AB,T0A 2C0
37.4623,-122.2324,Humanimal Connection Inc.,CA,94061
37.4623,-122.2324,Pound Puppy Rescue,CA,94061
37.4629,-122.4381,Companions In Waiting,CA,94019
40.6992,-112.0764,West Valley Animal Services,UT,84044
37.5102,-120.8341,Save A Spot Dalmatian Rescue,CA,95380
37.4539,-122.1811,NorCal German Shorthaired Pointer Rescue,CA,94026
37.4517,-122.2572,"Whis-Purr Rescue, Inc.",CA,94062
37.4477,-122.1275,Palo Alto Animal Services,CA,94303
37.4801,-121.1292,Westside Animals for Adoption,CA,95363
37.4419,-122.1419,Calys Cats Feline Rescue,CA,94309
37.4419,-122.1419,Community Cat Rescue,CA,94302
40.7846,-111.9307,Utah Animal Adoption Center,UT,84116
40.7846,-111.9307,Canines With a Cause,UT,84116
37.4947,-120.8456,Friends of Turlock Animals,CA,95382
37.4381,-121.8928,Humane Society Silicon Valley,CA,95035
37.42,-122.1626,Feline Friends Network,CA,94305
37.5635,-119.9516,SPCA of Mariposa County,CA,95345
37.4157,-122.127,Doggie Protective Services,CA,94306
37.4157,-122.127,Peninsula CatWorks,CA,94306
40.6873,-112.0067,Hearts 4 Paws,UT,84120
40.7608,-111.8903,Utah Animal Advocacy Foundation,UT,84165
40.7608,-111.8903,Rescue Rovers Dog Adoptions,UT,84171
37.4003,-122.0019,Guardian Angels International Rescue,CA,94089
37.38961,-122.02404,Copper's Dream Rescue,CA,94085
37.3886,-122.0767,Fat Cat Rescue,CA,94041
42.2618,-110.1936,Small Town Community Cats INC,WY,83123
37.3782,-122.0837,Bay Area Cat Rescue,CA,94040
37.3758,-122.0204,Baxter and Friends,CA,94086
40.716,-111.8864,Danate Rescue Group ,UT,84115
40.7377,-111.8569,Wasatch Animal Rescue,UT,84105
40.5987,-112.037,West Jordan Animal Shelter,UT,84081
37.5015,-120.0125,The Catnip Society,CA,95338
37.3522,-121.9583,Silicon Valley Animal Control Authority,CA,95054
37.3522,-121.9583,Animal Rescue and Care Network Inc.,CA,95056
37.3522,-121.9583,Westie Rescue Northern California,CA,95050
37.3522,-121.9583,Every Pet's Dream,CA,95050
40.7395,-111.8216,Utah's Perfect Pointers,UT,84108
40.7395,-111.8216,Utah Friends of Basset Hounds,UT,84108
40.7395,-111.8216,Herding Haven,UT,84108
40.6606,-111.9203,Salt Lake County Animal Services,UT,84123
40.7048,-111.8564,Doggie Mannerz,UT,84106
40.7048,-111.8564,American Brittany Rescue - UT/ID,UT,84106
40.6254,-111.9616,Ruff Patch Rescue,UT,84084
40.6254,-111.9616,Utah Labrador and Newfoundland Rescue,UT,84084
37.3468,-121.8839,City of San José Animal Care Center,CA,95112
37.3468,-121.8839,13th St Cats,CA,95112
40.6669,-111.8872,Humane Society of Utah,UT,84157
37.3353,-121.8939,South Bay Purebred Rescue,CA,95158
37.3353,-121.8939,Nike Animal Rescue Foundation (NARF),CA,95159
37.3353,-121.8939,One Planet Rescue,CA,95154
37.3353,-121.8939,Jakes Wish Dog Rescue,CA,95155
37.3353,-121.8939,Silicon Valley Pet Project,CA,95150
40.6563,-111.8804,Second Chance for Homeless Pets,UT,84107
40.7021,-111.8142,Pet Samaritan Fund,UT,84109
37.3178,-122.0402,Safe Haven Animal Sanctuary,CA,95014
37.3178,-122.0402,AKarmic Connections Animal Rescue,CA,95014
37.3145,-121.9344,Toy Breed Rescue,CA,95128
37.3145,-121.9344,Schwartz Family Animal Welfare Foundation,CA,95128
37.3145,-121.9344,Woofie's Rescue,CA,95128
41.7779,-110.537,"Paws and Claws Animal Adoption and Care Center, Inc.",WY,83116
37.3057,-122.0006,Pets Care,CA,95129
40.6624,-111.8363,Community Animal Welfare Society (CAWS),UT,84117
40.5141147,-112.0329938,Bulldog Club of Utah/Rescue,UT,84096
40.6154,-111.884,Cavalier Crazy Rescue,UT,84047
37.2872,-121.9489,St. Francis Animal Protection Society,CA,95009
37.2872,-121.9489,CARE Companion Animal Rescue Effort,CA,95011
37.2872,-121.9489,Cal State Dog Rescue,CA,95011
37.3241,-121.0247,City of Newman,CA,95360
40.5622,-111.9289,South Jordan Animal Services,UT,84095
37.2799,-121.9566,Itty Bitty Orphan Kitty Rescue,CA,95008
37.2799,-121.9566,Bay Area Siberian Husky Rescue/Referral,CA,95008
37.3492,-120.6037,Last Hope Cat Kingdom,CA,95301
54.266667,-110.733333,Lakeland Humane Society,AB,T9M 1P1
54.266667,-110.733333,Bonnyville District SPCA,AB,T9N 2G5
37.2579,-121.8899,"Our Pack, Inc.",CA,95118
37.2579,-121.8899,"Southern California Dachshund Relief, Inc.",CA,95118
37.2567,-121.9214,Group Education to Protect and Defend Animals,CA,95124
37.2567,-121.9214,Tailchaser Rescue,CA,95124
37.2523,-122.3925,Cavy House Guinea PIg Rescue,CA,94020
37.2523,-122.3925,WKODIT,CA,94020
40.5941,-111.8315,Sheltie Rescue of Utah,UT,84093
37.2435,-121.8292,STAR - Support Team Animal Rescue,CA,95123
37.2435,-121.8292,Lucky Paws Rescue,CA,95123
53.1,-109.3,Lend A Paw Animal Rescue - Maidstone,SK,S0M 1M0
37.2267,-121.9736,Furrever Cat and Kitten Rescue,CA,95031
40.7802,-111.432,Summit County Animal Control,UT,84017
37.2025,-121.0104,Tail Waggin All Breed Rescue,CA,95322
37.1447,-122.1285,Red Rover Rescue,CA,95006
37.327,-119.651,Kellen Rescue,CA,93644
37.1306,-121.6533,Town Cats,CA,95038
37.1306,-121.6533,FOSMAS,CA,95038
37.1306,-121.6533,City Lights Foundation,CA,95038
37.1306,-121.6533,South Bay Rabbit Rescue,CA,95038
40.6462,-111.4981,Nuzzles & Co. Adoption Center,UT,84098
40.4161,-111.7905,Blu's Ranch and Rescue,UT,84043
37.0905,-121.5961,Santa Clara County Animal Care & Control,CA,95046
37.0905,-121.5961,Friends4Pets,CA,95046
37.0905,-121.5961,All Animal Rescue & Friends (AARF),CA,95046
37.0612,-122.0655,Paddington Station,CA,95018
37.2073,-119.7353,Lone Oak Rescue Inc,CA,93614
37.0735,-120.8282,Kate's Rescue for Animals,CA,93635
37.0188,-121.5789,South County Tail Waggers,CA,95020
37.0188,-121.5789,Del Oro Foundation,CA,95020
52.383333,-108.233333,Prairie Pooches Rescue,SK,S0K 0V0
36.9742,-122.0297,The Rabbit Haven,CA,95067
36.9742,-122.0297,Animal Shelter Relief Rescue,CA,95063
36.9742,-122.0297,Santa Cruz SPCA,CA,95063
36.9742,-122.0297,Four Paws to Love,CA,95061
36.9726,-121.9902,Santa Cruz County Animal Shelter,CA,95062
40.2689,-111.6537,Arctic Breeds Rescue,UT,84604
36.8634,-121.5457,Thulani Senior German Shepherd Rescue,CA,95045
52.783333,-108.283333,Battlefords Humane Society,SK,S9A 2M7
36.8525,-121.4006,"ACGSR, Inc",CA,95024
36.8523,-121.3926,Rhodesian Ridgeback Rescue of Northern California,CA,95023
36.8523,-121.3926,Pet Friends,CA,95023
40.0993,-111.6562,"Utah Valley Animal Rescue, Inc.",UT,84660
44.0241,-107.9458,New Hope Humane Society,WY,82401
36.7603,-121.6634,Friendly Farms,CA,93907
36.7286,-121.2775,Japanese Chin Care and Rescue Effort (JCCARE),CA,95043
36.8563,-119.7689,K9 Best Friends Forever - K9BFF Inc.,CA,93720
36.8563,-119.7689,Bandit's Buddies Rescue,CA,93720
36.8563,-119.7689,Humanity For Healthy Animals Foundation,CA,93720
43.0287,-108.3939,Paws for Life Animal League and Riverton Animal Adoption Center,WY,82501
36.7926,-119.874,Feral Paws Rescue Group,CA,93722
36.811,-119.7102,"Miss Winkles Pet Adoption Center, Clovis",CA,93612
36.6183,-121.9207,Peace of Mind Dog Rescue,CA,93950
36.6183,-121.9207,Brandy Sleddogs Rescue of Central California,CA,93950
42.4967,-108.73,Lander Pet Connection Inc.,WY,82520
36.758,-119.8113,Animal Rescue of Fresno,CA,93728
36.758,-119.8113,Valley Animal Center,CA,93728
36.6003,-121.8936,Golden Oldies Cat Rescue,CA,93942
36.5952,-121.8815,The SPCA for Monterey County,CA,93940
36.7478,-119.7714,Mending Fences,CA,93729
36.6984,-119.821,Fresno Humane Animal Services,CA,93706
36.6735,-119.7464,Animal Compassion Team of California,CA,93725
41.5169,-109.4485,Green River Animal Control Shelter,WY,82935
36.6283,-119.6755,Pinky Paws ResQ,CA,93625
36.6145,-119.5283,The Cat House on the Kings,CA,93648
44.7785,-106.9721,Western Australian Shepherd Rescue,WY,82801
44.7785,-106.9721,Sheridan Dog & Cat Shelter Inc.,WY,82801
44.7785,-106.9721,Herding Rescue Dogs of Wyoming,WY,82801
44.7785,-106.9721,Second Chance Sheridan Cat Rescue,WY,82801
36.5195,-119.5551,Pawsitive Connections,CA,93631
54.133333,-108.433333,Meadow Lake & District Humane Society,SK,S0M 1V0
52.14,-106.682,Size Small Dog Rescue,SK,S7L 3K9
52.14,-106.682,Adopt a Paw Pet Haven Inc.,SK,S7L 7J2
40.1633,-110.4011,Duchesne County Animal Control ,UT,84021
36.33,-119.6515,Kings County Animal Services,CA,93230
52.155,-106.637,Saskatoon SPCA,SK,S7K 3S9
36.2974,-119.7891,Kings SPCA,CA,93245
36.2974,-119.7891,Stonecliffe Animal Rescue,CA,93245
36.2974,-119.7891,Valley Animal Haven,CA,93245
52.106,-106.596,New Hope Dog Rescue,SK,s7h 3a1
52.106,-106.596,SCAT Street Cat Rescue Program,SK,S7H 2V7
36.33,-119.2594,Tulare County Animal Services,CA,93292
36.3123,-119.3164,Valley Oak SPCA,CA,93277
36.3123,-119.3164,Love of Animals Inc.,CA,93277
36.2869,-119.1392,Courage to Train,CA,93221
40.3003,-109.9982,Furever Buddys Dog Rescue,UT,84066
38.9493,-111.8629,Fullmer Menagerie Animal Rescue,UT,84654
36.2034,-119.331,"Toy Fox Terrier Rescue, Inc.",CA,93274
36.2034,-119.331,Tulare Animal Services,CA,93274
41.5511,-108.5547,Red Desert Humane Society,WY,82901
41.5511,-108.5547,Rock Springs Animal Control,WY,82901
53.3,-107.116667,Collie Rescue Network Saskatchewan,SK,S0J 2G0
36.2087,-119.0983,CENTRAL VALLEY RESCUE RAILROAD,CA,93247
40.463,-109.5787,Uintah Animal Shelter,UT,84078
40.463,-109.5787,Ashley Valley Community Cats,UT,84078
58.516667,-117.133333,Northern Lights Regional Humane Society,AB,T0H 1Z0
37.8422,-112.8272,Parowan Animal Shelter/Parowan Animal Assistance League,UT,84761
37.7111,-113.0425,CEDAR ANIMAL RESCUE,UT,84720
37.6775,-113.0611,Iron County Animal Shelter,UT,84721
35.5921,-120.6825,Central Coast Herding Dog Rescue,CA,93446
35.5484,-121.0735,Homeless Animal Rescue Team,CA,93428
35.5254,-120.707,Second Chance at Love Humane Society,CA,93465
35.5254,-120.707,Short N Sweet Dog Rescue,CA,93465
47.1063,-104.719,Montana German Shorthaired Pointer Rescue,MT,59330
35.4803,-120.6696,Foxy Doxy Dachshund Rescue,CA,93422
35.4803,-120.6696,Woods Humane Society North County,CA,93422
35.5984,-119.323,Wasco Animal Shelter,CA,93280
37.1686,-113.6786,Ivins Animal Shelter & Adoption Center serving Ivins and Santa Clara,UT,84738
50.416,-104.62,Waggy Tails Pet Rescue Inc,SK,S4S 5P8
50.445,-104.62,Regina Humane Society,SK,S4P 3G7
50.42,-104.539,Prairie Sky Dog Rescue,SK,S4V 1W1
41.7832,-107.22,Rawlins Rochelle Animal Shelter,WY,82301
35.4918,-119.2366,Shafter City Animal Control,CA,93263
36.2086,-115.9841,Furgotten Friends Dog Rescue,NV,89048
36.2086,-115.9841,Pets Are Worth Saving  PAWS,NV,89048
37.1054,-113.5778,One More Chance CATS/DOGS,UT,84790
37.1054,-113.5778,Providing Animals With Support (PAWS),UT,84790
37.1054,-113.5778,RSQ DOGS,UT,84790
44.2888,-105.4908,City/County Animal Shelter,WY,82716
37.1318,-113.5178,Washington City Animal Shelter,UT,84780
52.2,-105.116667,Humboldt & District SPCA,SK,S0K 2A0
42.8507,-106.3213,Metro Animal Services,WY,82601
35.2844,-120.6847,Woods Humane Society,CA,93405
37.2011,-113.2689,LaVerkin Animal Shelter,UT,84745
35.2828,-120.6586,Feline Network of the Central Coast,CA,93406
40.0852,-108.8017,Rangely Animal Shelter,CO,81648
37.1688,-113.287,OC Small Paws,UT,84737
37.1688,-113.287,Because Animals Matter (BAM),UT,84737
35.2552,-120.6482,Befriended Felines San Luis Obispo County,CA,93401
36.8058,-114.0675,City of Mesquite Animal Shelter,NV,89027
36.8056,-114.0664,We Care for Animals,NV,89024
35.4155,-119.0349,The Cat People,CA,93308
35.4155,-119.0349,A SafeFurr Place Animal Rescue,CA,93308
35.4155,-119.0349,Hand Me Down Dog Rescue ,CA,93308
35.3863,-119.17,Paw Printz Pitbull Rescue,CA,93314
35.3809,-119.1206,Pet Matchmaker Rescue,CA,93312
35.3809,-119.1206,IGCA Rescue Central California,CA,93312
35.381,-119.0122,H.A.L.T. (Helping Animals Live Tomorrow),CA,93301
35.6114,-117.7314,Ridgecrest Animal Care & Control,CA,93555
35.3887,-118.9355,Mutts and Runts Rescue,CA,93306
36.2983,-115.2446,Pits to Pets Rescue,NV,89131
35.3733,-119.0178,The Peaceful Kingdom Alliance 4 Animals,CA,93380
35.3577,-119.0046,Boxers Mutts & Wiggle Butts Rescue Inc,CA,93390
36.2723,-115.2248,L.E.A.N.,NV,89136
36.2479,-115.27,Those Left Behind Foundation,NV,89129
36.2478,-115.223,LV Hot-Diggity Dachshund Club and Rescue,NV,89130
36.2478,-115.223,Basenji Club of Southern Nevada,NV,89130
36.2083,-115.3338,VegasPigPets,NV,89146
36.2083,-115.3338,Las Vegas Valley Humane Society,NV,89146
36.2083,-115.3338,Animal Network,NV,89147
36.2083,-115.3338,Doggie Rescue LV/Animal Help Alliance,NV,89147
36.2083,-115.3338,"You Gotta Love Them, Inc.",NV,89146
36.2117,-115.287,"Springer Spaniel Rescue, Inc.",NV,89134
36.1736,-115.2564,Vegas Shepherd Rescue,NV,89128
36.1989,-115.1167,Forgotten Fosters,NV,89032
36.1889,-115.1216,The Samadhi Legacy Foundation- a 501 (c) (3),NV,89135
36.173,-115.1221,"Foreclosed Upon Pets, Inc. (FUPI)",NV,89101
36.173,-115.1221,The Animal Foundation,NV,89101
36.173,-115.1221,Southern Nevada Schnauzer Rescue,NV,89101
36.173,-115.1221,All the Same Wild and Tame,NV,89101
36.1518,-115.1146,The Churchill Foundation,NV,89104
36.1518,-115.1146,Big Paw Rescue,NV,89104
36.1148,-115.2199,A Home 4 Spot,NV,89103
36.1148,-115.2199,Hearts Alive Village Las Vegas,NV,89103
36.1148,-115.2199,Mayte's Rescue,NV,89103
36.1208496,-115.1573181,Homeward Bound Cat Adoptions,NV,89169
48.4164,-103.8381,"Guardian GSD Rescue, NW ND/MT",ND,58801
49.683333,-103.866667,Weyburn Humane Society Inc.,SK,S4H 2L3
36.0823,-115.212,Doberman Rescue of Nevada,NV,89118
36.0648,-115.257,Heaven Can Wait Animal Society,NV,89113
36.1197,-115.0929,Adopt A Rescue Pet,NV,89121
36.0939,-115.1327,KiSS 4 Homeless Animals,NV,89119
36.1202,-115.0531,Paws 4 Love Pet Rescue Inc.,NV,89122
36.089,-115.0919,Southern Nevada Boston Terrier Rescue,NV,89120
36.0356,-115.2054,Las Vegas Doberman Pinscher and Dachshund Rescue,NV,89145
36.0356,-115.2054,Louisa's New Leash On  Life Rescue,NV,89145
36.0356,-115.2054,Pekes Paws and Tails,NV,89139
36.1183,-114.9255,Wagging Tails Rescue,NV,89052
36.0391,-115.1483,Happy Home Animal Sanctuary,NV,89123
36.0391,-115.1483,Southern Nevada Beagle Rescue Foundation,NV,89123
34.937,-120.4369,Santa Maria Valley Humane Society,CA,93458
35.1459,-118.5321,Save Tehachapi's Orphaned Pets (STOP),CA,93561
35.1459,-118.5321,Marley's Mutts Dog Rescue,CA,93561
35.1459,-118.5321,Have-a-Heart Humane Society,CA,93561
36.0397,-114.9811,Animal Adoptions Ltd.,NV,89009
34.8788,-120.4277,Santa Barbara County Animal Services,CA,93455
34.8788,-120.4277,Central Coast SPCA,CA,93455
36.0335,-114.9711,On My Way Home Rescue,NV,89015
36.0335,-114.9711,So Nevada Aussie Rescue,NV,89015
36.03,-114.97,Sin City Saint Rescue,NV,89012
37.0474,-112.5284,Best Friends Animal Society,UT,84741
40.5324,-107.5856,Craig Animal Shelter,CO,81625
35.7795,-115.3262,CARES Coalition,NV,89019
35.7795,-115.3262,Lone Woof Rescue,NV,89019
40.038,-107.8731,Town of Meeker Animal Control,CO,81641
